name,region_id,jumps_to_jita,security
SY0W-2,Tenal,32,-0.58
2-3Q2G,Tenal,31,-1.00
Q1U-IU,Tenal,32,-0.47
C-XNUA,Tenal,28,-0.70
7D-PAT,Tenal,29,-0.65
V-LDEJ,Tenal,30,-0.70
T-K10W,Tenal,30,-0.73
P-UCRP,Tenal,31,-0.85
3-QYVE,Tenal,32,-1.00
C8-CHY,Fade,21,-0.29
E-9ORY,Fade,22,-0.27
CR-IFM,Fade,23,-0.35
HHK-VL,Fade,23,-0.29
P-33KR,Fade,24,-0.28
DO6H-Q,Fade,24,-0.33
DW-T2I,Fade,25,-0.26
O-CNPR,Fade,25,-0.23
L-SCBU,Fade,26,-0.24
VRH-H7,Fade,24,-0.27
O1Y-ED,Fade,25,-0.27
K4YZ-Y,Fade,25,-0.30
X36Y-G,Fade,23,-0.29
L-C3O7,Fade,24,-0.36
YKSC-A,Fade,22,-0.34
FIO1-8,Fade,21,-0.37
C-OK0R,Fade,23,-0.44
0-ARFO,Fade,24,-0.50
E9KD-N,Fade,20,-0.41
8W-OSE,Fade,22,-0.37
WQY-IQ,Fade,21,-0.30
C4C-Z4,Fade,25,-0.40
GME-PQ,Fade,26,-0.49
MPPA-A,Fade,27,-0.59
X5-UME,Fade,27,-0.39
I-UUI5,Fade,28,-0.64
8QMO-E,Fade,27,-0.55
G-5EN2,Providence,21,-0.20
9-F0B2,Providence,22,-0.17
YWS0-Z,Providence,21,-0.14
4B-NQN,Providence,21,-0.10
9UY4-H,Providence,20,-0.08
49GC-R,Providence,21,-0.08
D-GTMI,Providence,25,-0.32
FSW-3C,Providence,26,-0.26
FX-7EM,Providence,26,-0.27
MH9C-S,Providence,25,-0.21
G7AQ-7,Providence,27,-0.32
QBL-BV,Providence,28,-0.40
T-RPFU,Providence,26,-0.18
I7S-1S,Providence,27,-0.30
U-HYMT,Providence,21,-0.07
FC-3YI,Providence,22,-0.08
QR-K85,Providence,22,-0.06
5IO8-U,Providence,22,-0.05
DP-JD4,Providence,23,-0.06
OXIY-V,Providence,24,-0.15
H6-CX8,Providence,19,-0.07
D61A-G,Providence,18,-0.09
Shintaht,Providence,20,-0.09
Y-MPWL,Providence,17,-0.09
D-6WS1,Providence,21,-0.11
SI-I89,Providence,22,-0.07
KBP7-G,Providence,19,-0.26
B-WPLZ,Providence,20,-0.20
XHQ-7V,Providence,20,-0.17
E-YCML,Providence,21,-0.15
TU-O0T,Providence,21,-0.15
Y9-MDG,Providence,21,-0.19
PI5-39,Providence,29,-0.43
GN7-XY,Providence,30,-0.33
F-DTOO,Providence,31,-0.39
5KG-PY,Providence,32,-0.32
QO-SRI,Providence,31,-0.23
INQ-WR,Providence,30,-0.31
S9X-AX,Providence,26,-0.19
TU-RI6,Providence,25,-0.14
08Z-JJ,Providence,27,-0.18
X-4WZD,Providence,28,-0.16
6-OQJV,Providence,27,-0.15
AY-YCU,Providence,24,-0.08
ZT-LPU,Providence,23,-0.08
3GXF-U,Providence,22,-0.08
VKI-T7,Providence,23,-0.07
8P9-BM,Providence,23,-0.10
F-YH5B,Providence,24,-0.12
H-GKI6,Providence,24,-0.06
YQB-22,Providence,25,-0.05
2-TEGJ,Providence,24,-0.17
MVCJ-E,Providence,25,-0.14
AY-24I,Providence,23,-0.17
BK4-YC,Providence,26,-0.11
K1I1-J,Providence,24,-0.17
LF-2KP,Providence,25,-0.13
JEIV-E,Providence,21,-0.14
O-Y5JQ,Providence,22,-0.14
DNR-7M,Providence,22,-0.10
N-RMSH,Providence,22,-0.11
K1Y-5H,Providence,23,-0.08
IWZ3-C,Providence,23,-0.09
1-1I53,Providence,22,-0.07
N8XA-L,Providence,21,-0.07
18-GZM,Providence,23,-0.10
R3-K7K,Providence,20,-0.03
X-R3NM,Providence,21,-0.05
8B-VLX,Providence,22,-0.05
G-B22J,Providence,22,-0.07
X6AB-Y,Providence,22,-0.07
2V-CS5,Providence,25,-0.07
H9-J8N,Providence,26,-0.06
HP-6Z6,Providence,27,-0.06
GA9P-0,Providence,27,-0.04
7YWV-S,Providence,28,-0.08
TXJ-II,Providence,28,-0.02
C1-HAB,Providence,27,-0.06
3KB-J0,Providence,25,-0.12
0B-HLZ,Providence,26,-0.11
Z-RFE3,Providence,26,-0.14
I-MGAB,Providence,27,-0.10
18XA-C,Providence,27,-0.14
3D-CQU,Providence,25,-0.10
Agoze,Placid,15,0.21
Intaki,Placid,16,0.15
Brarel,Placid,17,0.09
Vey,Placid,15,0.19
Annancale,Placid,16,0.09
Ostingele,Placid,15,0.17
Harroule,Placid,16,0.09
Stacmon,Placid,14,0.61
Covryn,Placid,15,0.36
Iges,Placid,16,0.35
Dastryns,Placid,15,0.25
Slays,Placid,15,0.49
Uphallant,Placid,16,0.21
Alperaute,Placid,16,0.23
Aunsou,Placid,17,0.18
Cumemare,Placid,16,0.12
Reynire,Placid,18,0.16
Pain,Placid,19,0.09
Gare,Placid,18,0.13
Pelille,Placid,16,0.21
Dour,Placid,16,0.38
Grispire,Placid,17,0.18
Brellystier,Placid,16,0.50
Vivanier,Placid,15,0.54
Algasienan,Placid,14,0.73
Osmallanais,Placid,15,0.76
Ivorider,Placid,16,0.73
Mollin,Placid,17,0.66
Iffrue,Placid,16,0.73
Vilinnon,Placid,17,0.61
Ommaerrer,Placid,17,0.63
Aulbres,Placid,19,0.14
Barleguet,Placid,20,0.07
Vestouve,Placid,21,0.04
Ausmaert,Placid,21,0.07
Espigoure,Placid,22,0.05
Kenninck,Placid,22,0.11
Archavoinet,Placid,14,0.62
Eugales,Placid,14,0.40
Frarie,Placid,14,0.36
Aubenall,Placid,13,0.43
Moclinamaud,Placid,13,0.39
Renarelle,Placid,12,0.31
Orvolle,Placid,13,0.75
Osmeden,Placid,14,0.73
Adacyne,Placid,15,0.55
Oulley,Placid,14,0.34
Chardalane,Placid,16,0.37
Maut,Placid,15,0.25
Vlillirier,Placid,11,0.29
Aldranette,Placid,10,0.37
Oicx,Placid,11,0.33
Evaulon,Placid,11,0.37
Anchauttes,Placid,12,0.34
Alsavoinon,Placid,12,0.27
Esesier,Placid,13,0.29
Avaux,Placid,14,0.45
Gallusiene,Placid,15,0.31
Ruerrotta,Placid,16,0.31
Hedoubel,Placid,17,0.32
Amoen,Placid,16,0.28
Amasiree,Placid,17,0.37
Aubonnie,Placid,18,0.40
Alparena,Placid,16,0.15
Reschard,Placid,15,0.13
Arderonne,Placid,14,0.17
Mercomesier,Placid,16,0.12
Alamel,Placid,14,0.17
Mantenault,Placid,15,0.14
Athounon,Placid,17,0.08
Odamia,Placid,13,0.22
Gousoviba,Khanid,17,0.90
Neyi,Khanid,18,0.81
Kihtaled,Khanid,18,0.91
Ipref,Khanid,19,0.90
Agil,Khanid,18,0.85
Khanid Prime,Khanid,19,0.90
Jachanu,Khanid,19,0.85
Sazre,Khanid,20,0.81
Bukah,Khanid,19,0.80
Ervekam,Khanid,13,0.69
Mashtarmem,Khanid,14,0.71
Sehsasez,Khanid,14,0.71
Osis,Khanid,15,0.73
Geztic,Khanid,16,0.73
Yezara,Khanid,14,0.74
Kahah,Khanid,15,0.72
Saloti,Khanid,15,0.70
Hishai,Khanid,17,0.77
Molea,Khanid,12,0.72
Gidali,Khanid,13,0.65
Palas,Khanid,14,0.51
Safshela,Khanid,15,0.67
Reteka,Khanid,15,0.50
Moniyyuku,Khanid,16,0.57
Lansez,Khanid,20,0.73
Keberz,Khanid,21,0.53
Nourbal,Khanid,22,0.41
Arzanni,Khanid,22,0.55
Ashmarir,Khanid,23,0.42
Kaira,Khanid,24,0.33
Badivefi,Khanid,21,0.66
Talidal,Khanid,22,0.51
Ashi,Khanid,22,0.67
Tzashrah,Khanid,22,0.53
Efa,Khanid,23,0.43
Moro,Khanid,24,0.46
Sabusi,Khanid,23,0.51
Ainsan,Khanid,23,0.47
Claini,Khanid,24,0.34
Gehi,Khanid,24,0.30
Seshala,Khanid,25,0.29
Vezila,Khanid,23,0.27
Ham,Khanid,22,0.24
Upt,Khanid,23,0.15
Hemouner,Khanid,26,0.24
Afnakat,Khanid,21,0.60
Col,Khanid,20,0.53
Chamemi,Khanid,21,0.44
Firbha,Khanid,22,0.58
Tegheon,Khanid,19,0.41
Bashyam,Khanid,22,0.47
Parses,Khanid,22,0.50
Balanaz,Khanid,23,0.56
Edani,Khanid,17,0.58
Danera,Khanid,18,0.56
Bomana,Khanid,19,0.54
Rahabeda,Khanid,18,0.56
Aurejet,Khanid,19,0.50
Rilera,Khanid,18,0.45
Amafi,Khanid,21,0.29
Hakana,Khanid,22,0.32
Ashkoo,Khanid,22,0.27
Baratar,Khanid,23,0.15
Arzieh,Khanid,23,0.30
Nahrneder,Khanid,20,0.25
Nandeza,Khanid,24,0.25
Dimoohan,Khanid,25,0.22
Chitiamem,Khanid,25,0.22
Kuhri,Khanid,26,0.19
Zahefeus,Khanid,26,0.24
Zephan,Khanid,27,0.26
Neda,Khanid,28,0.36
Goudiyah,Khanid,24,0.15
Sassecho,Khanid,25,0.12
Timudan,Khanid,25,0.12
Ibani,Khanid,26,0.11
Cabeki,Khanid,26,0.09
Irmalin,Khanid,26,0.06
Nakis,Khanid,28,0.23
Hezere,Khanid,29,0.22
Fanathor,Khanid,30,0.26
Zirsem,Khanid,29,0.28
Pout,Khanid,29,0.23
Rafeme,Khanid,30,0.18
A2-V27,Querious,25,-0.39
T8H-66,Querious,26,-0.31
A3-LOG,Querious,26,-0.26
7V-KHW,Querious,27,-0.17
O3L-95,Querious,26,-0.37
0-WT2D,Querious,28,-0.12
7GCD-P,Querious,29,-0.10
G-3BOG,Querious,30,-0.05
K7D-II,Querious,29,-0.07
L-6BE1,Querious,30,-0.04
1M4-FK,Querious,31,-0.03
V-LEKM,Querious,28,-0.06
9ES-SI,Querious,27,-0.12
UQY-IK,Querious,28,-0.07
60M-TG,Querious,26,-0.35
0TKF-6,Querious,25,-0.42
TV8-HS,Querious,27,-0.12
VT-G2P,Querious,26,-0.57
YOP-0T,Querious,26,-0.56
9-HM04,Querious,27,-0.16
MKD-O8,Querious,31,-0.04
GOP-GE,Querious,32,-0.04
SKR-SP,Querious,33,-0.01
V-3U8T,Querious,34,-0.01
T8T-RA,Querious,35,-0.01
A-BO4V,Querious,36,0.00
W-IX39,Querious,30,-0.09
K-B8DK,Querious,31,-0.20
L-6W1J,Querious,32,-0.14
P4-3TJ,Querious,31,-0.29
K-Z0V4,Querious,32,-0.30
LNVW-K,Querious,32,-0.50
8B-SAJ,Querious,31,-0.40
Q2-N6W,Querious,33,-0.75
C-9RRR,Querious,33,-0.19
A-5F4A,Querious,34,-0.83
P-ZMZV,Querious,29,-0.14
9CG6-H,Querious,30,-0.09
NDII-Q,Querious,31,-0.04
UYU-VV,Querious,29,-0.19
K-L690,Querious,32,-0.05
W6V-VM,Querious,31,-0.06
OGY-6D,Querious,30,-0.07
8-SNUD,Querious,31,-0.22
H-4R6Z,Querious,32,-0.28
IGE-NE,Querious,32,-0.23
UVHO-F,Querious,33,-0.77
Z-XX2J,Querious,31,-0.08
YW-SYT,Querious,28,-0.25
Z-UZZN,Querious,27,-0.47
DS-LO3,Querious,27,-0.67
BX2-ZX,Querious,28,-0.48
RF-CN3,Querious,28,-0.91
C-7SBM,Querious,26,-0.71
ZAU-JW,Querious,33,-0.02
YF-6L1,Querious,34,-0.02
K-YI1L,Querious,34,-0.01
KEJY-U,Querious,35,-0.01
3BK-O7,Querious,36,-0.01
8-GE2P,Querious,34,-0.01
QXQ-I6,Querious,35,-0.02
L3-I3K,Querious,33,-0.08
3-JCJT,Querious,34,-0.28
W-IIYI,Querious,35,-0.35
AO-N1P,Querious,34,-0.13
4-GJT1,Querious,34,-0.11
5V-BJI,Querious,35,-0.43
49-U6U,Querious,36,-0.57
M1BZ-2,Querious,35,-0.19
N-M1A3,Querious,37,-0.67
8QT-H4,Querious,36,-0.15
F2OY-X,Querious,35,-0.03
4-2UXV,Querious,36,-0.02
RKM-GE,Querious,36,-0.05
DG-L7S,Querious,35,-0.15
K4-RFZ,Querious,34,-0.20
L-FVHR,Querious,37,-0.02
3-FKCZ,Querious,24,-0.28
ED-L9T,Querious,25,-0.42
LS-V29,Querious,26,-0.60
9SBB-9,Querious,25,-0.22
I1Y-IU,Querious,25,-0.78
U-HYZN,Querious,26,-0.88
8-YNBE,Querious,35,-0.46
YQX-7U,Querious,36,-0.63
QY1E-N,Querious,37,-0.60
E-VKJV,Querious,36,-0.46
BX-VEX,Querious,37,-0.86
B-7DFU,Querious,38,-1.00
ZXJ-71,Querious,38,-0.68
F-NXLQ,Querious,39,-0.79
ES-Q0W,Querious,39,-0.78
H74-B0,Querious,40,-0.68
NU4-2G,Querious,40,-0.97
3D5K-R,Querious,40,-0.68
1-3HWZ,Cloud Ring,20,-0.04
XT-R36,Cloud Ring,19,-0.04
5-MLDT,Cloud Ring,18,-0.03
B-DBYQ,Cloud Ring,17,0.00
QXW-PV,Cloud Ring,18,0.00
DY-F70,Cloud Ring,16,-0.01
FD53-H,Cloud Ring,15,-0.01
O-ZXUV,Cloud Ring,14,-0.01
77-KDQ,Cloud Ring,14,-0.02
F7C-H0,Cloud Ring,13,-0.01
TN-T7T,Cloud Ring,15,-0.01
1-NW2G,Cloud Ring,15,-0.01
O-IVNH,Cloud Ring,16,0.00
O-0HW8,Cloud Ring,15,-0.03
YI-8ZM,Cloud Ring,15,-0.05
OU-X3P,Cloud Ring,16,-0.06
6-4V20,Cloud Ring,14,-0.02
Q-UA3C,Cloud Ring,17,-0.25
W-4NUU,Cloud Ring,13,-0.02
8R-RTB,Cloud Ring,16,-0.03
6Z9-0M,Cloud Ring,23,-0.14
FQ9W-C,Cloud Ring,22,-0.09
9-4RP2,Cloud Ring,21,-0.24
O-BDXB,Cloud Ring,20,-0.26
G8AD-C,Cloud Ring,22,-0.11
XZH-4X,Cloud Ring,22,-0.75
Z-Y7R7,Cloud Ring,21,-0.15
MJYW-3,Cloud Ring,19,-0.37
PPG-XC,Cloud Ring,17,-0.01
QA1-BT,Cloud Ring,18,-0.02
5S-KNL,Cloud Ring,19,-0.03
00TY-J,Cloud Ring,18,-0.03
XG-D1L,Cloud Ring,19,-0.03
6RCQ-V,Cloud Ring,19,-0.04
28O-JY,Cloud Ring,21,-0.01
CX7-70,Cloud Ring,22,-0.01
6ON-RW,Cloud Ring,21,-0.01
U65-CN,Cloud Ring,22,-0.01
X-M9ON,Cloud Ring,21,-0.01
P5-KCC,Cloud Ring,20,-0.02
Hiroudeh,Kador,12,0.48
Dresi,Kador,10,0.62
Aphend,Kador,9,0.63
Romi,Kador,8,0.72
Zororzih,Kador,11,0.74
Aharalel,Kador,11,0.57
Gensela,Kador,11,0.69
Ghesis,Kador,13,0.51
Gamdis,Kador,12,0.69
Joamma,Kador,14,0.55
Gonan,Kador,13,0.48
Joramok,Kador,13,0.79
Neburab,Kador,14,0.46
Aband,Kador,14,0.52
Uanim,Kador,13,0.64
Murini,Kador,13,0.60
Askonak,Kador,14,0.67
Nordar,Kador,12,0.57
Kador Prime,Kador,11,0.62
Khafis,Kador,12,0.60
Dantan,Kador,12,0.66
Turba,Kador,14,0.70
Sonama,Kador,14,0.77
Halibai,Kador,15,0.75
Suner,Kador,13,0.87
Inis-Ilix,Kador,14,0.91
Kothe,Kador,15,0.65
Ansasos,Kador,18,0.42
Dehrokh,Kador,19,0.37
Bordan,Kador,17,0.41
Zimmem,Kador,16,0.49
Chaneya,Kador,18,0.32
Oberen,Kador,18,0.35
Finid,Kador,14,0.49
Yarebap,Kador,13,0.50
Mandoo,Kador,15,0.51
Miah,Kador,12,0.55
Peyiri,Kador,14,0.54
Kamda,Kador,13,0.57
Rayeret,Kador,19,0.45
Bushemal,Kador,19,0.45
Ardhis,Kador,20,0.40
Gasavak,Kador,18,0.38
Iaokit,Kador,19,0.41
Menri,Kador,17,0.37
Chanoun,Kador,18,0.51
Garisas,Kador,18,0.50
Aphi,Kador,18,0.52
Jakri,Kador,18,0.53
Nidupad,Kador,17,0.51
Zimse,Kador,16,0.51
Koona,Kador,16,0.52
Munory,Kador,15,0.49
Hostakoh,Kador,13,0.60
Yooh,Kador,14,0.65
Jeshideh,Kador,15,0.73
Hilmar,Kador,15,0.78
Kasi,Kador,16,0.82
Shura,Kador,16,0.83
Mod,Kador,16,0.32
Omam,Kador,17,0.32
Bersyrim,Kador,17,0.20
Sechmaren,Kador,16,0.35
Zinoo,Kador,15,0.42
Hiremir,Kador,17,0.32
Hikansog,Kador,17,0.81
Syrikos,Kador,18,0.86
Yebouz,Kador,19,0.88
Hapala,Kador,20,0.88
Salah,Kador,21,0.85
Akhmoh,Kador,22,0.82
Jennim,Kador,12,0.85
Elmed,Kador,13,0.81
Shaggoth,Kador,13,0.73
Ustnia,Kador,14,0.82
Kooreng,Kador,12,0.67
Minin,Kador,15,0.72
Yehnifi,Kador,13,0.64
Shemah,Kador,17,0.84
Asrios,Kador,18,0.84
Ithar,Kador,18,0.83
Telang,Kador,19,0.81
Lazara,Kador,19,0.79
Zorrabed,Kador,19,0.84
FV-YEA,Cobalt Edge,,-0.46
J-A5QD,Cobalt Edge,,-0.45
BI0Y-X,Cobalt Edge,,-0.46
SK7-G6,Cobalt Edge,,-0.39
4-PCHD,Cobalt Edge,,-0.44
5-3722,Cobalt Edge,,-0.47
GQLB-V,Cobalt Edge,,-0.42
5E-EZC,Cobalt Edge,,-0.43
9KE-IT,Cobalt Edge,,-0.46
P-NRD3,Cobalt Edge,,-0.23
Y-RAW3,Cobalt Edge,,-0.47
S-W8CF,Cobalt Edge,,-0.64
X-41DA,Cobalt Edge,,-0.32
YVSL-2,Cobalt Edge,,-0.31
5E6I-W,Cobalt Edge,,-0.43
KIG9-K,Cobalt Edge,,-0.50
I-CMZA,Cobalt Edge,,-0.31
H23-B5,Cobalt Edge,,-0.32
A-0IIQ,Cobalt Edge,,-0.40
CBY8-J,Cobalt Edge,,-0.30
E-BYOS,Cobalt Edge,,-0.28
ETXT-F,Cobalt Edge,,-0.60
MK-YNM,Cobalt Edge,,-0.69
2-9Z6V,Cobalt Edge,,-0.62
5HN-D6,Cobalt Edge,,-0.87
E-B957,Cobalt Edge,,-0.71
P-H5IY,Cobalt Edge,,-0.88
4A-6NI,Cobalt Edge,,-0.80
1M7-RK,Cobalt Edge,,-1.00
87-1PM,Cobalt Edge,,-0.55
C2-1B5,Cobalt Edge,,-0.55
JE-VLG,Cobalt Edge,,-0.72
5ED-4E,Cobalt Edge,,-0.86
B-U299,Cobalt Edge,,-1.00
DN58-U,Cobalt Edge,,-0.66
VAF1-P,Cobalt Edge,,-0.10
FV1-RQ,Cobalt Edge,,-0.09
QT-EBC,Cobalt Edge,,-0.14
O-F4SN,Cobalt Edge,,-0.17
CUT-0V,Cobalt Edge,,-0.33
9-WEMC,Cobalt Edge,,-0.43
U6R-F9,Cobalt Edge,,-0.48
L-Z9NB,Cobalt Edge,,-0.46
EJ-5X2,Cobalt Edge,,-0.26
HXK-J6,Cobalt Edge,,-0.57
4LNE-M,Cobalt Edge,,-0.57
DK0-N8,Cobalt Edge,,-0.46
E0DR-G,Cobalt Edge,,-0.50
KI2-S3,Cobalt Edge,,-0.77
CHP-76,Cobalt Edge,,-0.89
T-67F8,Cobalt Edge,,-0.93
58Z-IH,Cobalt Edge,,-0.95
M-VACR,Cobalt Edge,,-1.00
0B-VOJ,Cobalt Edge,,-0.56
J-QOKQ,Cobalt Edge,,-0.32
4GSZ-1,Cobalt Edge,,-0.37
E-EFAM,Cobalt Edge,,-0.36
SBEN-Q,Cobalt Edge,,-0.22
9-7SRQ,Cobalt Edge,,-0.23
VEQ-3V,Cobalt Edge,,-0.68
4T-VDE,Cobalt Edge,,-0.33
D9Z-VY,Cobalt Edge,,-0.70
MO-YDG,Cobalt Edge,,-0.91
42SU-L,Cobalt Edge,,-0.81
RGU1-T,Cobalt Edge,,-0.89
1GT-MA,Cobalt Edge,,-0.83
VY-866,Cobalt Edge,,-0.99
HB-5L3,Cobalt Edge,,-1.00
Q-VTWJ,Cobalt Edge,,-0.94
Van,Aridia,23,0.31
Shakasi,Aridia,24,0.32
Zayi,Aridia,24,0.32
Shirshocin,Aridia,25,0.26
Maalna,Aridia,25,0.32
Maseera,Aridia,25,0.34
Yehaba,Aridia,26,0.24
Kenahehab,Aridia,26,0.23
Gens,Aridia,25,0.17
Kamih,Aridia,24,0.24
Hier,Aridia,23,0.36
Jasson,Aridia,25,0.25
Sadana,Aridia,22,0.36
Isid,Aridia,23,0.27
Onanam,Aridia,21,0.39
Udianoor,Aridia,20,0.38
Vehan,Aridia,19,0.37
Marmeha,Aridia,24,0.28
Haimeh,Aridia,26,0.50
Avada,Aridia,27,0.69
Chibi,Aridia,27,0.48
Mishi,Aridia,28,0.71
Bazadod,Aridia,27,0.47
Pahineh,Aridia,28,0.75
Fihrneh,Aridia,25,0.11
Parouz,Aridia,26,0.12
Edilkam,Aridia,26,0.07
Hakatiz,Aridia,26,0.11
Khnar,Aridia,27,0.09
Ertoo,Aridia,27,0.14
Yiratal,Aridia,27,0.04
Balas,Aridia,28,0.04
Pemsah,Aridia,28,0.05
Feshur,Aridia,28,0.04
Hoseen,Aridia,27,0.08
Yekh,Aridia,29,0.04
Gesh,Aridia,26,0.11
Nema,Aridia,24,0.31
Shenda,Aridia,25,0.46
Rashagh,Aridia,26,0.40
Sazilid,Aridia,26,0.53
Afrah,Aridia,25,0.32
Sota,Aridia,25,0.32
Soliara,Aridia,26,0.16
Nielez,Aridia,27,0.11
Tukanas,Aridia,27,0.11
Fageras,Aridia,27,0.13
Ajna,Aridia,27,0.19
Sheri,Aridia,28,0.06
Ahraghen,Aridia,27,0.20
Nalnifan,Aridia,27,0.29
Jerhesh,Aridia,28,0.34
Getrenjesa,Aridia,28,0.32
Shafrak,Aridia,28,0.16
Defsunun,Aridia,29,0.10
Zazamye,Aridia,29,0.21
Yahyerer,Aridia,30,0.23
Esubara,Aridia,29,0.24
Ghekon,Aridia,28,0.39
Vaini,Aridia,29,0.23
Zaveral,Aridia,29,0.62
Anohel,Aridia,29,0.14
Soza,Aridia,27,0.28
Pserz,Aridia,29,0.38
Illi,Aridia,28,0.16
Keba,Aridia,30,0.47
Bapraya,Aridia,30,0.30
Efu,Aridia,30,0.09
Tisot,Aridia,29,0.09
Sakht,Aridia,30,0.04
Naga,Aridia,29,0.03
Anath,Aridia,30,0.04
Omigiav,Aridia,28,0.16
Fobiner,Aridia,31,0.18
Huna,Aridia,32,0.11
Esaeel,Aridia,32,0.10
Karan,Aridia,32,0.04
Nouta,Aridia,32,0.27
Ned,Aridia,33,0.18
Hophib,Aridia,33,0.03
UQ9-3C,Branch,25,-0.17
DCI7-7,Branch,26,-0.19
J7YR-1,Branch,27,-0.34
PKG4-7,Branch,28,-0.24
EWN-2U,Branch,29,-0.25
VL3I-M,Branch,26,-0.17
KMC-WI,Branch,27,-0.19
4-48K1,Branch,30,-0.45
NTV0-1,Branch,30,-0.42
C-HCGU,Branch,29,-0.40
XW-2XP,Branch,28,-0.36
Q-FEEJ,Branch,30,-0.26
0P9Z-I,Branch,31,-0.37
AH-B84,Branch,28,-0.53
JTAU-5,Branch,29,-0.46
HB7R-F,Branch,29,-0.73
O-JPKH,Branch,30,-0.87
F-9F6Q,Branch,30,-0.67
B-GC1T,Branch,31,-0.90
V8W-QS,Branch,27,-0.36
JRZ-B9,Branch,28,-0.31
X4UV-Z,Branch,29,-0.16
S-B7IT,Branch,29,-0.55
BKG-Q2,Branch,30,-0.67
OJ-A8M,Branch,26,-0.28
CX-1XF,Branch,30,-0.10
3-TD6L,Branch,31,-0.10
Q-NJZ4,Branch,32,-0.15
NLPB-0,Branch,32,-0.06
R4O-I6,Branch,32,-0.25
KL3O-J,Branch,33,-0.27
Z-K495,Branch,31,-0.63
XM-4L0,Branch,32,-0.68
QCWA-Z,Branch,33,-0.76
52G-NZ,Branch,34,-0.79
5LJ-MD,Branch,34,-0.70
B8O-KJ,Branch,33,-0.57
6-O5GY,Branch,35,-0.82
KV-8SN,Branch,34,-0.73
UB-UQZ,Branch,33,-0.35
YG-82V,Branch,34,-0.21
8-4GQM,Branch,29,-0.61
T-Q2DD,Branch,28,-0.55
LRWD-B,Branch,30,-0.54
QXQ-BA,Branch,29,-0.44
X7R-JW,Branch,30,-0.41
M-HU4V,Branch,30,-0.50
CS-ZGD,Branch,28,-0.43
3-N3OO,Branch,29,-0.32
A-G1FM,Branch,29,-0.43
4-BE0M,Branch,30,-0.36
I-7RIS,Branch,30,-0.50
P7Z-R3,Branch,30,-0.38
ZIU-EP,Branch,30,-0.39
LXWN-W,Branch,30,-0.64
C-LP3N,Branch,31,-0.67
9F-7PZ,Branch,32,-0.58
1G-MJE,Branch,30,-0.78
WO-AIJ,Branch,29,-0.77
MA-VDX,Branch,28,-0.80
RO90-H,Branch,29,-0.82
BWI1-9,Branch,34,-0.24
C-LBQS,Branch,35,-0.35
J52-BH,Branch,36,-0.45
5-P1Y2,Branch,37,-0.53
KMQ4-V,Branch,36,-0.24
KJ-QWL,Branch,35,-0.21
SVB-RE,Branch,36,-0.15
C-4ZOS,Branch,31,-0.65
K-8SQS,Branch,32,-0.75
C-VGYO,Branch,33,-0.56
O94U-A,Branch,34,-0.69
XW-JHT,Branch,34,-0.56
NEH-CS,Branch,32,-0.63
4DTQ-K,Branch,34,-0.43
J9-5MQ,Branch,35,-0.51
D4R-H7,Branch,36,-1.00
313I-B,Branch,36,-0.45
EQI2-2,Branch,35,-0.68
Q-4DEC,Branch,36,-0.16
3F-JZF,Branch,32,-0.65
5-0WB9,Branch,33,-0.78
W-4FA9,Branch,33,-0.80
1IX-C0,Branch,34,-0.97
2B7A-3,Branch,33,-0.54
PUWL-4,Branch,34,-0.81
Y-1918,Branch,35,-1.00
9-B1DS,Branch,34,-0.49
ME-4IU,Branch,35,-0.58
BU-IU4,Branch,36,-0.87
I-7JR4,Branch,34,-0.43
CH9L-K,Branch,33,-0.55
QYZM-W,Branch,35,-1.00
3KNA-N,Branch,36,-0.49
UD-VZW,Feythabolis,45,-0.50
3-YX2D,Feythabolis,46,-0.44
V-TN6Q,Feythabolis,46,-0.39
CFLF-P,Feythabolis,47,-0.41
QBH5-F,Feythabolis,46,-0.57
9-ZFCG,Feythabolis,48,-0.32
J-TPTA,Feythabolis,48,-0.42
PMV-G6,Feythabolis,49,-0.47
5-IZGE,Feythabolis,49,-0.47
OXC-UL,Feythabolis,49,-0.40
F-8Y13,Feythabolis,49,-0.37
4AZ-J8,Feythabolis,50,-0.40
X6-J6R,Feythabolis,50,-0.40
BGN1-O,Feythabolis,51,-0.34
DUU1-K,Feythabolis,49,-0.23
3L-Y9M,Feythabolis,50,-0.17
BLC-X0,Feythabolis,51,-0.16
K-X5AX,Feythabolis,52,-0.13
BJD4-E,Feythabolis,51,-0.14
TSG-NO,Feythabolis,53,-0.14
O9V-R7,Feythabolis,52,-0.19
Z-PNIA,Feythabolis,51,-0.16
OCU4-R,Feythabolis,50,-0.14
BG-W90,Feythabolis,51,-0.14
Y-YGMW,Feythabolis,49,-0.20
75C-WN,Feythabolis,50,-0.14
I5Q2-S,Feythabolis,51,-0.13
PO-3QW,Feythabolis,50,-0.24
5XR-KZ,Feythabolis,51,-0.27
VF-FN6,Feythabolis,51,-0.23
C-0ND2,Feythabolis,52,-0.31
JI-LGM,Feythabolis,48,-0.23
U-BXU9,Feythabolis,52,-0.14
ZXOG-O,Feythabolis,53,-0.14
NW2S-A,Feythabolis,53,-0.13
U-JJEW,Feythabolis,54,-0.17
NX5W-U,Feythabolis,53,-0.23
U1-C18,Feythabolis,54,-0.30
6O-XIO,Feythabolis,54,-0.29
H65-HE,Feythabolis,53,-0.18
BJ-ZFD,Feythabolis,54,-0.18
